category,sample_id,split
jacket_hood_2700,jacket_hood_8MSH159TGM,train
jacket_hood_2700,jacket_hood_4M874IUEGY,train
jacket_hood_2700,jacket_hood_PWG1DIA08C,train
jacket_hood_2700,jacket_hood_ZQK0EINYQB,train
jacket_hood_2700,jacket_hood_4ZIBEPVHA7,train
jacket_hood_2700,jacket_hood_87Q25PWZ9S,train
jacket_hood_2700,jacket_hood_8382XD9Q3F,train
jacket_hood_2700,jacket_hood_QQ0CHHOC83,train
jacket_hood_2700,jacket_hood_X00X2T7UL5,train
jacket_hood_2700,jacket_hood_EMOYQMIUQO,train
jacket_hood_2700,jacket_hood_5HM8FK3MPF,train
jacket_hood_2700,jacket_hood_H3WREFMP1Y,train
jacket_hood_2700,jacket_hood_RHAL4PVKYO,train
jacket_hood_2700,jacket_hood_87RMMF8IO1,train
jacket_hood_2700,jacket_hood_NSC2PCHHEK,train
jacket_hood_2700,jacket_hood_2H4R1T9Q8N,train
jacket_hood_2700,jacket_hood_BYTY148TUA,train
jacket_hood_2700,jacket_hood_F6IJVJHQ07,train
jacket_hood_2700,jacket_hood_JNC8RZD232,train
jacket_hood_2700,jacket_hood_IW8V6JDDKM,train
jacket_hood_2700,jacket_hood_FY1H8BM7N3,train
jacket_hood_2700,jacket_hood_J4KDJJ682F,train
jacket_hood_2700,jacket_hood_6GGKQWK3TD,train
jacket_hood_2700,jacket_hood_POB4L9093J,train
jacket_hood_2700,jacket_hood_FG9T09ASUU,train
jacket_hood_2700,jacket_hood_R0MXOCK6UI,train
jacket_hood_2700,jacket_hood_5IEU1TLEAG,train
jacket_hood_2700,jacket_hood_S8N1A733Q0,train
jacket_hood_2700,jacket_hood_7D53H355K1,train
jacket_hood_2700,jacket_hood_ZQGVPV872D,train
jacket_hood_2700,jacket_hood_RCWDP77Y51,train
jacket_hood_2700,jacket_hood_ST57P6E999,train
jacket_hood_2700,jacket_hood_9CHQPOYUQK,train
jacket_hood_2700,jacket_hood_5UWK5DXGV8,train
jacket_hood_2700,jacket_hood_ER26GBX6M5,train
jacket_hood_2700,jacket_hood_V5YLUJGB5I,train
jacket_hood_2700,jacket_hood_1CNEWWTBOK,train
jacket_hood_2700,jacket_hood_MBX7XRBUJ6,train
jacket_hood_2700,jacket_hood_ECX2OFLUIT,train
jacket_hood_2700,jacket_hood_UDQKW7VX98,train
jacket_hood_2700,jacket_hood_RIGN4DV813,train
jacket_hood_2700,jacket_hood_T1JUKEVXD5,train
jacket_hood_2700,jacket_hood_D38F2KZQSS,train
jacket_hood_2700,jacket_hood_TRGCDWIQT6,train
jacket_hood_2700,jacket_hood_YT9SWZ8AU0,train
jacket_hood_2700,jacket_hood_OYA7EVEOPC,train
jacket_hood_2700,jacket_hood_ZUCE0Z63PZ,train
jacket_hood_2700,jacket_hood_1WTC2WXKWV,train
jacket_hood_2700,jacket_hood_AI7Y1KAF14,train
jacket_hood_2700,jacket_hood_JI5EHGTQDJ,train
jacket_hood_2700,jacket_hood_74NWJ7Y5UJ,train
jacket_hood_2700,jacket_hood_QH2TPBWISN,train
jacket_hood_2700,jacket_hood_YTAAET99CG,train
jacket_hood_2700,jacket_hood_B501AHTJJM,train
jacket_hood_2700,jacket_hood_SAWSPLDVEY,train
jacket_hood_2700,jacket_hood_FQVVFSK6UQ,train
jacket_hood_2700,jacket_hood_YYFAOHQH83,train
jacket_hood_2700,jacket_hood_DSEWTETR6B,train
jacket_hood_2700,jacket_hood_XSE7MWHGP3,train
jacket_hood_2700,jacket_hood_FUP8QKI7KK,train
jacket_hood_2700,jacket_hood_550SLC7EIZ,train
jacket_hood_2700,jacket_hood_I46U5F78Q4,train
jacket_hood_2700,jacket_hood_LT91FBJWYX,train
jacket_hood_2700,jacket_hood_JIFKIXVFZG,train
jacket_hood_2700,jacket_hood_AMBDK42JBI,train
jacket_hood_2700,jacket_hood_WIRNEW5WPN,train
jacket_hood_2700,jacket_hood_04NLYABXWC,train
jacket_hood_2700,jacket_hood_KJCJ94WB9Y,train
jacket_hood_2700,jacket_hood_OBV8G202TS,train
jacket_hood_2700,jacket_hood_42KVFMGRRP,train
jacket_hood_2700,jacket_hood_ULHJCJEDKK,train
jacket_hood_2700,jacket_hood_3MND2XJXUZ,train
jacket_hood_2700,jacket_hood_753DA23MP5,train
jacket_hood_2700,jacket_hood_89D5ONYR3W,train
jacket_hood_2700,jacket_hood_UFN1A6IMWN,train
jacket_hood_2700,jacket_hood_ZOO7OK05Y5,train
jacket_hood_2700,jacket_hood_J9AYOFHC67,train
jacket_hood_2700,jacket_hood_6A1744ZYI4,train
jacket_hood_2700,jacket_hood_W4R969S75S,train
jacket_hood_2700,jacket_hood_8GR9EBQWRJ,train
jacket_hood_2700,jacket_hood_7US323YZOL,train
jacket_hood_2700,jacket_hood_HGQH9I4UPV,train
jacket_hood_2700,jacket_hood_55OXILONT9,train
jacket_hood_2700,jacket_hood_3LVBWTXVSC,train
jacket_hood_2700,jacket_hood_V6E797ZZO2,train
jacket_hood_2700,jacket_hood_6DG8O3EEPG,train
jacket_hood_2700,jacket_hood_6JBPNA49NW,train
jacket_hood_2700,jacket_hood_8EH2Q38E4H,train
jacket_hood_2700,jacket_hood_9PS6Q5AGQE,train
jacket_hood_2700,jacket_hood_X04JQCFGZ5,train
jacket_hood_2700,jacket_hood_HANOF8LHV4,train
jacket_hood_2700,jacket_hood_7CUDDWG3BZ,train
jacket_hood_2700,jacket_hood_DYESLFLOV2,train
jacket_hood_2700,jacket_hood_V3271GDA4Y,train
jacket_hood_2700,jacket_hood_EBA96TI1Y6,train
jacket_hood_2700,jacket_hood_EZUS6R8ZDL,train
jacket_hood_2700,jacket_hood_WU7TLQPERT,train
jacket_hood_2700,jacket_hood_8RBT7BV5IL,train
jacket_hood_2700,jacket_hood_EL197D6AU2,train
jacket_hood_2700,jacket_hood_252I0JONMA,train
jacket_hood_2700,jacket_hood_TMMFIHS68H,train
jacket_hood_2700,jacket_hood_F1QNXRY1WW,train
jacket_hood_2700,jacket_hood_H3Z2VCNHVU,train
jacket_hood_2700,jacket_hood_5Q0JETXMS2,train
jacket_hood_2700,jacket_hood_IWG27BD8BY,train
jacket_hood_2700,jacket_hood_ZG5CDVY8WI,train
jacket_hood_2700,jacket_hood_I7KPWS3D5Y,train
jacket_hood_2700,jacket_hood_5AXZ7Y2H6U,train
jacket_hood_2700,jacket_hood_IWCXZ668M4,train
jacket_hood_2700,jacket_hood_CUHEGNZ479,train
jacket_hood_2700,jacket_hood_4TLZIMDJVN,train
jacket_hood_2700,jacket_hood_B1STEOQ397,train
jacket_hood_2700,jacket_hood_78OFD6CUDU,train
jacket_hood_2700,jacket_hood_0YJ0MMKFE9,train
jacket_hood_2700,jacket_hood_7RR2M3M98X,train
jacket_hood_2700,jacket_hood_FVCHGBSEQ0,train
jacket_hood_2700,jacket_hood_MJWPMG10AE,train
jacket_hood_2700,jacket_hood_CWGVCXN69E,train
jacket_hood_2700,jacket_hood_HHUU7VURT0,train
jacket_hood_2700,jacket_hood_JOLYQPDU4S,train
jacket_hood_2700,jacket_hood_OITSWUGFAM,train
jacket_hood_2700,jacket_hood_06LNK00482,train
jacket_hood_2700,jacket_hood_3RP88RI76H,train
jacket_hood_2700,jacket_hood_SYMEHOVSIR,train
jacket_hood_2700,jacket_hood_FNU1805UWB,train
jacket_hood_2700,jacket_hood_M9T5H75J7Z,train
jacket_hood_2700,jacket_hood_JRXN8WS9ML,train
jacket_hood_2700,jacket_hood_L6IHT3U8RM,train
jacket_hood_2700,jacket_hood_K1X3JNSQIG,train
jacket_hood_2700,jacket_hood_J6Y5MEH1G7,train
jacket_hood_2700,jacket_hood_CY2NO9HU41,train
jacket_hood_2700,jacket_hood_9EOJCGRSRU,train
jacket_hood_2700,jacket_hood_DAHZY1OUWK,train
jacket_hood_2700,jacket_hood_HL8831MK2V,train
jacket_hood_2700,jacket_hood_IUDEWBKGVW,train
jacket_hood_2700,jacket_hood_WE8DSS4ZY3,train
jacket_hood_2700,jacket_hood_OYSTXKXEJW,train
jacket_hood_2700,jacket_hood_W1OR5L7DWU,train
jacket_hood_2700,jacket_hood_R83LXWU84H,train
jacket_hood_2700,jacket_hood_HZ8X7EX6MF,train
jacket_hood_2700,jacket_hood_1FCGYJNACP,train
jacket_hood_2700,jacket_hood_S7A8KENAZ3,train
jacket_hood_2700,jacket_hood_EO8PWIUDTS,train
jacket_hood_2700,jacket_hood_BMAY9UWXRG,train
jacket_hood_2700,jacket_hood_RF6744LQS8,train
jacket_hood_2700,jacket_hood_XVOHY9LD61,train
jacket_hood_2700,jacket_hood_Z25ARZM8PI,train
jacket_hood_2700,jacket_hood_0N7V3NG34A,train
jacket_hood_2700,jacket_hood_STLOML3GP8,train
jacket_hood_2700,jacket_hood_PQCWXRQ58Z,train
jacket_hood_2700,jacket_hood_3555Z0O5Q2,train
jacket_hood_2700,jacket_hood_WA4M7VBQX9,train
jacket_hood_2700,jacket_hood_CXHIIIIC4U,train
jacket_hood_2700,jacket_hood_5CGZETQIGG,train
jacket_hood_2700,jacket_hood_V4SVLAERY0,train
jacket_hood_2700,jacket_hood_QCFHTD8721,train
jacket_hood_2700,jacket_hood_841VWLFYCO,train
jacket_hood_2700,jacket_hood_FUQN0QJ55E,train
jacket_hood_2700,jacket_hood_J7QCTTJXFX,train
jacket_hood_2700,jacket_hood_ZD7HTC6QD6,train
jacket_hood_2700,jacket_hood_FPWHFQGMWQ,train
jacket_hood_2700,jacket_hood_TZK3VDZHYJ,train
jacket_hood_2700,jacket_hood_DQ6SI9W6HC,train
jacket_hood_2700,jacket_hood_A5UC4I8YX3,train
jacket_hood_2700,jacket_hood_VPH23XCEFT,train
jacket_hood_2700,jacket_hood_H189QXLQKF,train
jacket_hood_2700,jacket_hood_AKQHQHFI0P,train
jacket_hood_2700,jacket_hood_EQ9LEOQ5IY,train
jacket_hood_2700,jacket_hood_ACT8PP2SRJ,train
jacket_hood_2700,jacket_hood_CSDLGYEW7U,train
jacket_hood_2700,jacket_hood_WCD1C91GOF,train
jacket_hood_2700,jacket_hood_BEV6QJ6R9W,train
jacket_hood_2700,jacket_hood_M6LNUFUDZZ,train
jacket_hood_2700,jacket_hood_OHYM0JEPXH,train
jacket_hood_2700,jacket_hood_R5LSQWIR3H,train
jacket_hood_2700,jacket_hood_BFRWVP1BT6,train
jacket_hood_2700,jacket_hood_YKVN2NUNG6,train
jacket_hood_2700,jacket_hood_X7WW2V4WI1,train
jacket_hood_2700,jacket_hood_6Q6M92WXMD,train
jacket_hood_2700,jacket_hood_VA7NGUPFMP,train
jacket_hood_2700,jacket_hood_HOG0K50M00,train
jacket_hood_2700,jacket_hood_LN2W9SPT5X,train
jacket_hood_2700,jacket_hood_4QHYHZYXGW,train
jacket_hood_2700,jacket_hood_6OKSM7N0OB,train
jacket_hood_2700,jacket_hood_PNWIPZIS49,train
jacket_hood_2700,jacket_hood_NKX3JM5T0E,train
jacket_hood_2700,jacket_hood_AJ64XUQLJZ,train
jacket_hood_2700,jacket_hood_46OG8IJDUF,train
jacket_hood_2700,jacket_hood_HZCWXTYQOG,train
jacket_hood_2700,jacket_hood_07G2PWQ70V,train
jacket_hood_2700,jacket_hood_C4J96T5LAE,train
jacket_hood_2700,jacket_hood_7WL4DNC1V4,train
jacket_hood_2700,jacket_hood_X6R9AR01FL,train
jacket_hood_2700,jacket_hood_MXZQH20GZM,train
jacket_hood_2700,jacket_hood_2POFMZKP5A,train
jacket_hood_2700,jacket_hood_BMTRIMMSA1,train
jacket_hood_2700,jacket_hood_3GNVNJQG5M,train
jacket_hood_2700,jacket_hood_GB0PEQ8UM4,train
jacket_hood_2700,jacket_hood_IECP13W831,train
jacket_hood_2700,jacket_hood_VG3MKE7Z7F,train
jacket_hood_2700,jacket_hood_90748PDT5K,train
jacket_hood_2700,jacket_hood_ZZNEL1PGO2,train
jacket_hood_2700,jacket_hood_QJ9R3734YR,train
jacket_hood_2700,jacket_hood_RFAJZ3ANAZ,train
jacket_hood_2700,jacket_hood_Q4VL3SON2W,train
jacket_hood_2700,jacket_hood_R7UC53Y3KM,train
jacket_hood_2700,jacket_hood_G45LZ2P2ED,train
jacket_hood_2700,jacket_hood_ZZZEAMO7MM,train
jacket_hood_2700,jacket_hood_Z6LTX50ZDT,train
jacket_hood_2700,jacket_hood_ST57L7YNQP,train
jacket_hood_2700,jacket_hood_J99YZL0NCJ,train
jacket_hood_2700,jacket_hood_WLZ3VNWKZJ,train
jacket_hood_2700,jacket_hood_SE1K0QPHLX,train
jacket_hood_2700,jacket_hood_0ZTT7OWAMH,train
jacket_hood_2700,jacket_hood_P85YXWCSP0,train
jacket_hood_2700,jacket_hood_31FV9QQEU3,train
jacket_hood_2700,jacket_hood_6L00OGDVY9,train
jacket_hood_2700,jacket_hood_WIUJ15ROLG,train
jacket_hood_2700,jacket_hood_45U5YVL2MQ,train
jacket_hood_2700,jacket_hood_BM7Y7BK1TS,train
jacket_hood_2700,jacket_hood_9S99VKDASY,train
jacket_hood_2700,jacket_hood_X4HBS8LCZ9,train
jacket_hood_2700,jacket_hood_JNVES9NTTQ,train
jacket_hood_2700,jacket_hood_095FW3WBVV,train
jacket_hood_2700,jacket_hood_SR5M3F5QH5,train
jacket_hood_2700,jacket_hood_JISP840HVX,train
jacket_hood_2700,jacket_hood_VXDH9WXN98,train
jacket_hood_2700,jacket_hood_R5INTUDVPP,train
jacket_hood_2700,jacket_hood_QTJBYA95FR,train
jacket_hood_2700,jacket_hood_0TVMQQ7PFE,train
jacket_hood_2700,jacket_hood_TGBMWRFIGP,train
jacket_hood_2700,jacket_hood_6HBY0CUQL7,train
jacket_hood_2700,jacket_hood_RL6E18HKP0,train
jacket_hood_2700,jacket_hood_13DSSPM3CH,train
jacket_hood_2700,jacket_hood_LQY5AA0V0I,train
jacket_hood_2700,jacket_hood_VH4QWKOLFQ,train
jacket_hood_2700,jacket_hood_S4Z17G2AO3,train
jacket_hood_2700,jacket_hood_6BLI3ZGOBL,train
jacket_hood_2700,jacket_hood_7MFFB1W755,train
jacket_hood_2700,jacket_hood_794DIBIIVP,train
jacket_hood_2700,jacket_hood_BWQAU2SJVG,train
jacket_hood_2700,jacket_hood_XVH2NSK8KI,train
jacket_hood_2700,jacket_hood_OTKFSUJHAM,train
jacket_hood_2700,jacket_hood_ESHYGL35SV,train
jacket_hood_2700,jacket_hood_NB5KV06G5C,train
jacket_hood_2700,jacket_hood_V9ODE5VDQ0,train
jacket_hood_2700,jacket_hood_6D8QKG6JWK,train
jacket_hood_2700,jacket_hood_UN8OTGSGVQ,train
jacket_hood_2700,jacket_hood_8P5A94XKAR,train
jacket_hood_2700,jacket_hood_BFSSH1ZVZL,train
jacket_hood_2700,jacket_hood_E4FRQHIWVK,train
jacket_hood_2700,jacket_hood_I7XRGSK370,train
jacket_hood_2700,jacket_hood_V1ZIV1TBN5,train
jacket_hood_2700,jacket_hood_E70C9WQ79W,train
jacket_hood_2700,jacket_hood_JU99B8X3CM,train
jacket_hood_2700,jacket_hood_D6367S6QRI,train
jacket_hood_2700,jacket_hood_OCGP89AOLB,train
jacket_hood_2700,jacket_hood_7JP4KKBIEP,train
jacket_hood_2700,jacket_hood_MCA3WD5PQ1,train
jacket_hood_2700,jacket_hood_OR61HTHEA0,train
jacket_hood_2700,jacket_hood_DK1F04KWI1,train
jacket_hood_2700,jacket_hood_QEHKBFGIBS,train
jacket_hood_2700,jacket_hood_5CE6VHE0JS,train
jacket_hood_2700,jacket_hood_WSBYDPN70L,train
jacket_hood_2700,jacket_hood_ZVDNSEK07I,train
jacket_hood_2700,jacket_hood_2QIACCUWET,train
jacket_hood_2700,jacket_hood_YWLJUTEMEY,train
jacket_hood_2700,jacket_hood_B8VY79DIUW,train
jacket_hood_2700,jacket_hood_OI5YYVXUMX,train
jacket_hood_2700,jacket_hood_OQ7RURUFGE,train
jacket_hood_2700,jacket_hood_SHIWZGKNG4,train
jacket_hood_2700,jacket_hood_SS6X82FPT0,train
jacket_hood_2700,jacket_hood_5PVDP9LRZK,train
jacket_hood_2700,jacket_hood_BGYDJ2KTPO,train
jacket_hood_2700,jacket_hood_9QID0RV88Q,train
jacket_hood_2700,jacket_hood_B5PXB4KUXR,train
jacket_hood_2700,jacket_hood_5ZYHVKZQ71,train
jacket_hood_2700,jacket_hood_AJVERQ7K4Q,train
jacket_hood_2700,jacket_hood_3UZSY2IPPK,train
jacket_hood_2700,jacket_hood_X92KZBIC02,train
jacket_hood_2700,jacket_hood_WR0EVTXKKR,train
jacket_hood_2700,jacket_hood_B82BFWCYHZ,train
jacket_hood_2700,jacket_hood_ULNLU2RUYD,train
jacket_hood_2700,jacket_hood_ZB8JR2R2FY,train
jacket_hood_2700,jacket_hood_K5MIV78M2Y,train
jacket_hood_2700,jacket_hood_R0843QXABE,train
jacket_hood_2700,jacket_hood_T1X55RSAK9,train
jacket_hood_2700,jacket_hood_UJWH9Z6HFW,train
jacket_hood_2700,jacket_hood_RU8UDTPPS6,train
jacket_hood_2700,jacket_hood_7427JFVU0B,train
jacket_hood_2700,jacket_hood_S59FONAFKS,train
jacket_hood_2700,jacket_hood_TA2C8QMNNT,train
jacket_hood_2700,jacket_hood_9XBIIBENQV,train
jacket_hood_2700,jacket_hood_1P2FJ5X7WZ,train
jacket_hood_2700,jacket_hood_OHJONME33B,train
jacket_hood_2700,jacket_hood_6S53G4M6O2,train
jacket_hood_2700,jacket_hood_R7X9HHB90Z,train
jacket_hood_2700,jacket_hood_2PFJ9318SJ,train
jacket_hood_2700,jacket_hood_3IRABS0OPT,train
jacket_hood_2700,jacket_hood_37Y4M669VT,train
jacket_hood_2700,jacket_hood_GQ8PHAN7NY,train
jacket_hood_2700,jacket_hood_WAE6NNI64M,train
jacket_hood_2700,jacket_hood_NLU79KD8SM,train
jacket_hood_2700,jacket_hood_R8O4YN4JK3,train
jacket_hood_2700,jacket_hood_DQ4OZTWDPV,train
jacket_hood_2700,jacket_hood_FV2TGM97L9,train
jacket_hood_2700,jacket_hood_E9DJJP3YD9,train
jacket_hood_2700,jacket_hood_63MGWGP2EP,train
jacket_hood_2700,jacket_hood_7VQBRKY77L,train
jacket_hood_2700,jacket_hood_XCNTBZNQ5D,train
jacket_hood_2700,jacket_hood_T4P5MDGUT4,train
jacket_hood_2700,jacket_hood_683XWHUPQP,train
jacket_hood_2700,jacket_hood_N4OJDN3ZB8,train
jacket_hood_2700,jacket_hood_6NCJNDYF38,train
jacket_hood_2700,jacket_hood_CALNOYLVKC,train
jacket_hood_2700,jacket_hood_W0W19Z3ZWA,train
jacket_hood_2700,jacket_hood_6Z0BZCIYZ2,train
jacket_hood_2700,jacket_hood_53QJHGIDOQ,train
jacket_hood_2700,jacket_hood_UXIGP0L2U6,train
jacket_hood_2700,jacket_hood_RZCZKLHD77,train
jacket_hood_2700,jacket_hood_Z9T45XF54D,train
jacket_hood_2700,jacket_hood_5XNMWSLPRA,train
jacket_hood_2700,jacket_hood_245290RA8D,train
jacket_hood_2700,jacket_hood_8Q1PSO4L6U,train
jacket_hood_2700,jacket_hood_GCDLYFG1QF,train
jacket_hood_2700,jacket_hood_76MC8OK5BC,train
jacket_hood_2700,jacket_hood_OAABERNR49,train
jacket_hood_2700,jacket_hood_GK9J5W70ON,train
jacket_hood_2700,jacket_hood_8RMKI11DYD,train
jacket_hood_2700,jacket_hood_TB0YAW34HN,train
jacket_hood_2700,jacket_hood_769LAJSHC6,train
jacket_hood_2700,jacket_hood_0872PW5G14,train
jacket_hood_2700,jacket_hood_W20CSTDU62,train
jacket_hood_2700,jacket_hood_Q1Y2CL1DI8,train
jacket_hood_2700,jacket_hood_9OOOT4X97L,train
jacket_hood_2700,jacket_hood_DN71AUGX7J,train
jacket_hood_2700,jacket_hood_VH1RTNY431,train
jacket_hood_2700,jacket_hood_GR35DWOW11,train
jacket_hood_2700,jacket_hood_FSSKNY6D9O,train
jacket_hood_2700,jacket_hood_N0HMM82SEW,train
jacket_hood_2700,jacket_hood_XF1Z645UFS,train
jacket_hood_2700,jacket_hood_TNXS3ZGYX1,train
jacket_hood_2700,jacket_hood_GMLF6YJIZE,train
jacket_hood_2700,jacket_hood_G865SVDJ20,train
jacket_hood_2700,jacket_hood_OV741VERLW,train
jacket_hood_2700,jacket_hood_VLWG0EG9EQ,train
jacket_hood_2700,jacket_hood_WUKAYGQROK,train
jacket_hood_2700,jacket_hood_GOOW5QII8G,train
jacket_hood_2700,jacket_hood_1KJEWSPM3I,train
jacket_hood_2700,jacket_hood_1Y5BT4SNI3,train
jacket_hood_2700,jacket_hood_UHO9AZSN0W,train
jacket_hood_2700,jacket_hood_FBKG2MIODP,train
jacket_hood_2700,jacket_hood_XHCBRED54J,train
jacket_hood_2700,jacket_hood_63ZN5CXU0I,train
jacket_hood_2700,jacket_hood_3NCQS7974H,train
jacket_hood_2700,jacket_hood_19LPIY5M2Z,train
jacket_hood_2700,jacket_hood_6KVSISFRHZ,train
jacket_hood_2700,jacket_hood_FV23GUAM2O,train
jacket_hood_2700,jacket_hood_IECBNE9O4Z,train
jacket_hood_2700,jacket_hood_NQ27HF7UCH,train
jacket_hood_2700,jacket_hood_E5442RL9RI,train
jacket_hood_2700,jacket_hood_Y76HBYA23R,train
jacket_hood_2700,jacket_hood_YY3CEBJBKR,train
jacket_hood_2700,jacket_hood_NMK5SR0OZQ,train
jacket_hood_2700,jacket_hood_PD3Z17RZT8,train
jacket_hood_2700,jacket_hood_PXWZ1A0H1X,train
jacket_hood_2700,jacket_hood_A7X7XKPKMD,train
jacket_hood_2700,jacket_hood_53ADVMDGPW,train
jacket_hood_2700,jacket_hood_R0TB42DWSN,train
jacket_hood_2700,jacket_hood_IZSTVHJNX4,train
jacket_hood_2700,jacket_hood_384B7CFVED,train
jacket_hood_2700,jacket_hood_MSPL1ZBR1V,train
jacket_hood_2700,jacket_hood_GL0V3GLQYW,train
jacket_hood_2700,jacket_hood_FIWR4U5JMG,train
jacket_hood_2700,jacket_hood_WVRGMSUJNG,train
jacket_hood_2700,jacket_hood_P23FFTDM6D,train
jacket_hood_2700,jacket_hood_L9KF0K7H17,train
jacket_hood_2700,jacket_hood_48RY983CBH,train
jacket_hood_2700,jacket_hood_1K4K63KQSU,train
jacket_hood_2700,jacket_hood_WO6N2IAVKH,train
jacket_hood_2700,jacket_hood_8QMM661DOV,train
jacket_hood_2700,jacket_hood_Y19QBAVUT3,train
jacket_hood_2700,jacket_hood_LKM0B9I14U,train
jacket_hood_2700,jacket_hood_FGIQDI8MPU,train
jacket_hood_2700,jacket_hood_I28SG0SPM9,train
jacket_hood_2700,jacket_hood_TSNRVQ9FL7,train
jacket_hood_2700,jacket_hood_YLGE49H4R9,train
jacket_hood_2700,jacket_hood_WRQQDXTCHO,train
jacket_hood_2700,jacket_hood_EE6UC389Q8,train
jacket_hood_2700,jacket_hood_SKCU7MVWSG,train
jacket_hood_2700,jacket_hood_IV1PI6WN0Z,train
jacket_hood_2700,jacket_hood_JC7M24BHLP,train
jacket_hood_2700,jacket_hood_ZA1R8TYBTY,train
jacket_hood_2700,jacket_hood_S3RWN0MW84,train
jacket_hood_2700,jacket_hood_R0UG8O4W9A,train
jacket_hood_2700,jacket_hood_IMD30UY0VD,train
jacket_hood_2700,jacket_hood_D7CWDXXBGC,train
jacket_hood_2700,jacket_hood_4PLD6HLQZS,train
jacket_hood_2700,jacket_hood_Z014CJNU7X,train
jacket_hood_2700,jacket_hood_T3A7XQU2KJ,train
jacket_hood_2700,jacket_hood_HQ3HQDJTR7,train
jacket_hood_2700,jacket_hood_YUJ0WJ5T08,train
jacket_hood_2700,jacket_hood_GITYB61I9T,train
jacket_hood_2700,jacket_hood_AHSEPCT06R,train
jacket_hood_2700,jacket_hood_KVV14MUHED,train
jacket_hood_2700,jacket_hood_0BHKIUYVRH,train
jacket_hood_2700,jacket_hood_6CMECZH72R,train
jacket_hood_2700,jacket_hood_IJSIH8H9QH,train
jacket_hood_2700,jacket_hood_UIVG4L28HU,train
jacket_hood_2700,jacket_hood_P37CKSHYB4,train
jacket_hood_2700,jacket_hood_XVQ1H7PJ8D,train
jacket_hood_2700,jacket_hood_5OUK2JPX8Q,train
jacket_hood_2700,jacket_hood_ZCTA2FVUQH,train
jacket_hood_2700,jacket_hood_ADM0TXFPPZ,train
jacket_hood_2700,jacket_hood_WJNZWJYB1Q,train
jacket_hood_2700,jacket_hood_SCAJ0ICCBC,train
jacket_hood_2700,jacket_hood_2XCG1WK4LD,train
jacket_hood_2700,jacket_hood_Q0048CE9IP,train
jacket_hood_2700,jacket_hood_0TR4A0X89T,train
jacket_hood_2700,jacket_hood_5X1127WJ1T,train
jacket_hood_2700,jacket_hood_LHK162KHI8,train
jacket_hood_2700,jacket_hood_G0FYEWU48D,train
jacket_hood_2700,jacket_hood_2UKMTH6V24,train
jacket_hood_2700,jacket_hood_6UECVV8GZ9,train
jacket_hood_2700,jacket_hood_CYSRKPI1JB,train
jacket_hood_2700,jacket_hood_IYG1AH9C6N,train
jacket_hood_2700,jacket_hood_3190YM26KR,train
jacket_hood_2700,jacket_hood_IGBRS90AXI,train
jacket_hood_2700,jacket_hood_A38IJGARIE,train
jacket_hood_2700,jacket_hood_PT5XU8JXC2,train
jacket_hood_2700,jacket_hood_CYFQP32KJI,train
jacket_hood_2700,jacket_hood_IQR67DR6UY,train
jacket_hood_2700,jacket_hood_E4JOB1AAJ1,train
jacket_hood_2700,jacket_hood_QGKJ7FZ9PT,train
jacket_hood_2700,jacket_hood_PLK7HA6M19,train
jacket_hood_2700,jacket_hood_73KTCQV9RE,train
jacket_hood_2700,jacket_hood_ZFEYH4OMJW,train
jacket_hood_2700,jacket_hood_KTCY8Z53A4,train
jacket_hood_2700,jacket_hood_CH8BHGLI4E,train
jacket_hood_2700,jacket_hood_QIIEY6VAUU,train
jacket_hood_2700,jacket_hood_923LW4IVS9,train
jacket_hood_2700,jacket_hood_CWD1359N5U,train
jacket_hood_2700,jacket_hood_ROE62NPY8S,train
jacket_hood_2700,jacket_hood_Q60I08ZIIA,train
jacket_hood_2700,jacket_hood_9KK1QBUT30,train
jacket_hood_2700,jacket_hood_BKFY65UZE5,train
jacket_hood_2700,jacket_hood_NBXFLXS03L,train
jacket_hood_2700,jacket_hood_U3UPZHFRLT,train
jacket_hood_2700,jacket_hood_N72KOE0I85,train
jacket_hood_2700,jacket_hood_3JGXY2502H,train
jacket_hood_2700,jacket_hood_UX44147H9H,train
jacket_hood_2700,jacket_hood_G8YRB0QPZC,train
jacket_hood_2700,jacket_hood_QEBUUB2CRD,train
jacket_hood_2700,jacket_hood_DH31KIH01X,train
jacket_hood_2700,jacket_hood_A0Y3AU5J4H,train
jacket_hood_2700,jacket_hood_YYPWUJR4V8,train
jacket_hood_2700,jacket_hood_228JIHHTAL,train
jacket_hood_2700,jacket_hood_9S48HUGAHN,train
jacket_hood_2700,jacket_hood_PJUFY9SWAT,train
jacket_hood_2700,jacket_hood_8KZ3BF2M9F,train
jacket_hood_2700,jacket_hood_3QGX6NI94M,train
jacket_hood_2700,jacket_hood_72HGUACXFC,train
jacket_hood_2700,jacket_hood_G6669820GL,train
jacket_hood_2700,jacket_hood_AH6H5MTG91,train
jacket_hood_2700,jacket_hood_WHV6KHHZ87,train
jacket_hood_2700,jacket_hood_VXMWGCG407,train
jacket_hood_2700,jacket_hood_Q3QI24U3K7,train
jacket_hood_2700,jacket_hood_GA4BRZ11BP,train
jacket_hood_2700,jacket_hood_B1HFX24AYW,train
jacket_hood_2700,jacket_hood_YR18E4BCW4,train
jacket_hood_2700,jacket_hood_2C3H7E3IQE,train
jacket_hood_2700,jacket_hood_B7MYH68SQE,train
jacket_hood_2700,jacket_hood_QVT015AI8P,train
